produto_filial_id;filial_id;produto_id;dt_inicio;valor;valor_cnpj;valor_compra;ranking
340446;8;311080;2020-06-30 11:47:59.149468;489.00;489.00;;1
340483;8;311123;2020-06-09 13:52:59.313727;369.00;369.00;;1
340561;8;311206;2020-01-16 15:17:28.598252;12.90;12.90;6.56;1
340562;8;311207;2020-05-11 16:25:03.328968;9.99;9.99;;1
340565;8;311210;2021-04-22 17:54:44.988798;125.00;125.00;;1
340568;8;311213;2021-04-13 09:47:18.956742;85.00;85.00;;1
340579;8;311224;2020-09-15 12:11:31.752391;199.00;199.00;;1
340583;8;311227;2021-02-03 14:43:31.924051;329.36;329.36;;1
340627;8;311275;2020-01-29 10:42:24.479338;22.08;22.08;9.20;1
340628;8;311276;2020-01-29 10:56:59.743032;23.00;23.00;2.60;1
391363;96;7211;2020-12-30 11:38:21;99.36;99.36;;1
393015;8;316243;2021-03-23 08:28:13.080222;80.15;80.15;38.16;1
393083;8;316340;2021-04-08 15:51:24.805365;659.00;659.00;;1
399918;8;323174;2021-04-15 12:53:10.79693;149.00;149.00;;1
410179;8;325603;2021-05-03 12:24:26.380563;69.00;69.00;;1
430139;96;345563;2020-12-30 11:38:43;112.65;112.65;53.49;1
433261;8;348685;2020-12-21 12:38:09;228.82;228.82;120.43;1
438045;8;353469;2020-09-30 19:38:40;80.83;80.83;38.49;1
499223;96;369487;2021-04-30 11:27:26.575241;425.00;;;1
499255;8;369524;2020-10-08 17:01:46.454556;399.00;399.00;;1
499285;8;8545;2020-06-24 16:36:03.743321;149.99;149.99;;1
499287;8;369559;2021-05-04 17:26:36.02325;929.00;929.00;;1
499293;8;258164;2020-07-14 09:27:43.781372;85.00;85.00;;1
499294;8;254056;2021-04-01 11:02:50.704872;239.00;239.00;;1
499295;8;254058;2021-04-01 11:09:13.802352;225.00;225.00;;1
499296;8;254057;2021-05-06 08:24:32.350344;225.00;225.00;;1
499297;8;257500;2021-04-01 10:46:04.172556;165.00;165.00;;1
499299;96;257005;2021-04-01 11:11:04.997557;189.00;189.00;;1
499300;8;257006;2021-04-01 10:53:30.902085;185.00;185.00;;1
499301;96;257007;2021-04-01 11:12:05.920059;189.00;189.00;;1
499344;8;253461;2020-11-10 17:38:41.116663;215.00;215.00;;1
499348;8;258163;2021-05-05 14:54:50.930315;99.00;99.00;;1
499351;8;256077;2021-04-01 10:58:59.074362;189.00;189.00;;1
499355;8;369592;2020-09-23 14:48:30.777387;188.54;188.54;;1
499357;8;369594;2021-01-11 09:19:21.663166;2129.00;2129.00;;1
499362;8;369600;2021-04-27 16:32:20.673792;155.00;155.00;;1
499363;96;369601;2021-04-27 19:14:45.864205;129.00;129.00;;1
499382;8;369629;2021-04-01 11:07:13.948843;209.00;209.00;;1
499383;8;369630;2021-04-01 11:08:07.788928;209.00;209.00;;1
499398;8;369642;2020-09-02 11:44:14.074785;136.80;136.80;72.00;1
499400;8;369643;2021-04-12 16:05:01;121.92;;64.17;1
499401;8;369644;2021-04-12 16:04:38;121.92;;64.17;1
499409;96;369647;2021-04-01 10:36:32.797337;219.00;219.00;;1
499442;8;8780;2020-07-27 18:42:49.463726;59.00;59.00;;1
499445;8;369673;2021-04-27 18:48:44.636685;1119.00;1119.00;;1
499449;8;8779;2020-07-27 18:52:15.344729;59.00;59.00;;1
499495;8;289887;2020-12-14 10:52:57.633655;59.00;59.00;;1
499524;8;369759;2021-01-22 10:08:08.300056;599.00;599.00;;1
499525;8;369760;2021-01-22 10:12:28.701316;599.00;599.00;;1
499527;8;369762;2021-03-25 13:09:57.235368;159.00;159.00;;1
499528;96;369763;2021-05-10 16:49:41;192.00;192.00;;1
499529;8;369764;2021-03-29 18:07:05.361413;125.99;125.99;;1
499530;8;369765;2021-03-29 18:07:43.868004;125.90;125.90;;1
499531;8;369766;2021-04-08 12:11:12;289.00;;155.00;1
499567;8;307455;2021-03-23 10:41:16.963094;69.99;69.99;;1
499573;8;307619;2021-03-23 10:38:32.032877;69.99;69.99;;1
499582;8;369796;2020-09-01 11:53:52.771708;115.20;115.20;60.00;1
499583;8;369797;2020-09-01 15:43:17.8334;115.20;115.20;60.00;1
499589;8;369801;2020-12-10 13:23:47.769743;99.99;99.99;;1
499590;8;369802;2020-09-02 11:22:51.896069;115.20;115.20;60.00;1
499593;8;369805;2020-09-02 12:16:44.48842;115.20;115.20;60.00;1
499594;8;369806;2020-09-02 12:18:20.41508;136.80;136.80;72.00;1
499605;8;369819;2021-04-15 17:44:29.659924;125.00;125.00;;1
499607;8;369820;2021-04-15 17:46:44.593965;125.00;125.00;;1
499611;96;254646;2021-04-01 10:38:27.480533;209.00;209.00;;1
499631;96;369827;2021-05-06 14:48:35.65074;137.00;137.00;;1
499722;8;303858;2021-03-23 10:29:45.167217;79.99;79.99;;1
499725;96;303145;2021-03-23 11:25:38.796608;79.99;79.99;;1
499757;8;369874;2021-04-12 13:47:23.945019;279.00;279.00;;1
500961;8;249712;2020-10-26 14:01:11.300412;406.98;406.98;238.00;1
500964;8;249713;2020-10-26 13:59:51.633024;406.98;406.98;238.00;1
500985;96;38272;2020-09-29 12:04:12.686493;50.00;50.00;;1
501008;96;370509;2021-01-22 15:22:55.292571;10.00;10.00;0.98;1
501041;8;370523;2021-03-22 12:37:57.42269;584.99;584.99;;1
501061;8;370536;2021-05-04 14:53:41;70.40;70.40;40.00;1
501066;8;370541;2020-10-20 11:24:03.222599;107.25;107.25;;1
501069;8;370542;2021-03-25 13:12:06.727057;115.00;115.00;;1
501075;8;370544;2020-10-20 12:57:55.46737;148.80;148.80;80.00;1
501079;8;370546;2020-10-20 17:53:53.060492;88.40;88.40;44.20;1
501081;8;370547;2021-04-23 08:39:35.068067;79.99;79.99;;1
501117;8;16292;2020-10-26 14:02:20.472297;307.98;307.98;174.00;1
501123;8;8791;2020-10-27 10:21:52.838735;69.00;69.00;;1
501126;8;370561;2021-03-30 15:29:50.826189;239.00;239.00;105.07;1
501130;8;7256;2021-04-26 14:26:30.581872;345.00;345.00;;1
501133;8;7257;2021-04-26 14:27:41.69666;345.00;345.00;;1
501140;8;247982;2021-04-26 14:24:21.688765;345.00;345.00;;1
501143;8;370565;2021-04-26 14:25:39.196462;345.00;345.00;;1
501153;8;8778;2020-11-03 13:20:09.362254;70.00;70.00;;1
501202;8;354769;2020-11-05 18:15:55.220347;249.00;249.00;;1
501205;8;354775;2020-11-05 18:20:48.866265;249.00;249.00;;1
501876;8;370910;2020-11-10 16:36:54.663418;274.50;274.50;155.10;1
501914;8;249559;2020-11-11 12:35:28.260195;381.44;381.44;;1
501948;8;249399;2020-11-12 15:18:54.139537;455.00;455.00;;1
501951;8;370944;2020-11-13 09:31:02.937953;59.00;59.00;25.69;1
501961;8;310270;2020-11-25 09:11:39.215097;339.00;339.00;;1
501967;8;308285;2020-11-16 14:49:39.352756;339.00;339.00;;1
501994;8;370955;2020-11-16 17:03:42.065538;93.00;93.00;47.68;1
501996;8;48487;2021-03-22 09:26:10.594762;1169.00;1169.00;;1
501999;8;370956;2021-03-26 14:45:40.55211;574.20;574.20;;1
502027;8;370967;2021-03-30 11:40:28.501628;39.99;39.99;;1
502031;8;370969;2021-04-06 14:55:49.241299;229.90;229.90;;1
502033;8;327301;2021-04-13 09:21:11.959465;120.00;120.00;;1
502036;8;327092;2021-04-13 09:23:32.357572;120.00;120.00;;1
502039;8;320252;2020-11-24 18:31:29.642269;120.00;120.00;;1
502042;8;323342;2020-11-24 18:33:01.811672;120.00;120.00;;1
502056;8;318120;2021-04-23 18:40:02.91636;249.00;249.00;;1
502062;8;370973;2020-11-27 09:39:14.618828;319.99;319.99;;1
502068;8;370976;2021-04-27 18:09:12.447459;879.00;879.00;;1
502082;8;370983;2020-11-27 11:46:19.79818;218.00;218.00;120.00;1
502084;8;370984;2020-11-27 11:47:22.881714;302.60;302.60;170.00;1
502086;8;370985;2020-12-15 12:21:08.364602;209.00;209.00;;1
502088;8;370496;2021-03-24 10:32:41.699247;449.99;449.99;;1
502093;8;370990;2021-02-24 08:27:47.110967;485.98;485.98;;1
502096;8;256825;2021-04-12 14:55:24.640996;149.99;149.99;;1
502099;8;256824;2021-04-12 14:54:35.097809;149.00;149.00;;1
502112;8;370996;2021-01-20 09:42:37.620931;351.50;351.50;185.00;1
502115;8;370997;2021-01-20 09:41:54.889462;351.50;351.50;185.00;1
502121;8;257096;2021-04-26 16:59:28.761932;99.99;99.99;;1
502124;8;333335;2021-01-21 11:21:08.145925;135.30;135.30;;1
502127;8;329723;2021-04-26 17:00:56.816025;99.99;99.99;;1
502130;8;346096;2021-03-12 11:18:01.736529;162.00;162.00;;1
502133;8;251816;2021-03-30 09:19:34;305.71;;165.25;1
502136;8;251817;2021-03-30 09:19:35;305.71;;165.25;1
502139;8;370998;2021-01-25 14:16:11.250444;117.42;117.42;61.80;1
502141;8;370999;2021-01-25 14:16:54.731896;117.42;117.42;61.80;1
502155;8;371003;2021-04-09 09:54:42.758549;749.00;749.00;;1
502158;8;325729;2021-01-18 10:48:39.395768;837.00;837.00;450.00;1
502161;8;48049;2020-12-02 17:14:01.429463;699.00;699.00;;1
502164;8;47922;2021-03-23 08:24:16.867351;270.00;270.00;;1
502167;8;344428;2020-12-02 17:50:59.41561;269.00;269.00;;1
502186;8;313491;2020-12-07 13:04:07.076148;50.00;50.00;;1
502195;8;351524;2021-01-12 15:34:18.789442;380.00;380.00;200.00;1
502222;8;269837;2020-12-09 10:27:10.599568;15.00;15.00;;1
502225;8;269838;2020-12-09 10:26:43.458617;15.00;15.00;;1
502228;8;269839;2020-12-09 10:28:19.676282;15.00;15.00;;1
502231;8;269840;2020-12-09 10:28:49.33752;15.00;15.00;;1
502234;8;269841;2020-12-09 10:29:15.693833;15.00;15.00;;1
502237;8;269842;2020-12-09 10:30:06.064319;15.00;15.00;;1
502240;8;269843;2020-12-09 10:30:34.122185;15.00;15.00;;1
502243;8;269844;2020-12-09 10:30:55.291001;15.00;15.00;;1
502246;8;269845;2020-12-09 10:31:30.682212;15.00;15.00;;1
502252;8;270809;2020-12-09 10:33:30.22296;15.00;15.00;;1
502257;8;313971;2020-12-09 12:36:00.170625;55.00;55.00;;1
502339;96;371067;2021-05-10 19:00:35;799.00;799.00;;1
502342;8;332988;2020-12-15 13:00:29.347398;325.00;325.00;;1
502345;8;326131;2021-05-10 18:58:57.363499;345.00;345.00;;1
502367;8;371070;2020-12-17 14:13:44.424046;21.55;21.55;8.62;1
502374;8;371081;2021-03-17 08:48:37.723953;332.99;332.99;;1
502390;8;369602;2021-04-26 14:05:24.388798;189.00;189.00;;1
502404;8;371089;2021-03-23 15:34:10;60.00;60.00;;1
502415;8;371015;2020-12-21 10:11:16.801438;249.00;249.00;;1
502426;8;287664;2021-01-06 12:32:27.468842;95.00;95.00;;1
502448;8;369625;2020-12-22 12:16:14.112197;419.00;419.00;;1
502461;8;252783;2020-12-30 09:01:32.791947;209.00;209.00;;1
502487;8;371111;2021-01-25 16:25:27.521733;1007.00;1007.00;;1
502504;8;229459;2021-01-04 16:30:43.012448;315.00;315.00;;1
502555;8;327786;2021-01-06 12:27:31.650589;95.00;95.00;;1
502573;8;316419;2021-01-08 09:43:47.022399;259.00;259.00;;1
502597;8;371161;2021-01-12 10:22:33.953127;454.50;454.50;239.25;1
502599;8;371162;2021-01-12 10:22:52.41941;477.30;477.30;251.23;1
502601;8;371163;2021-01-12 12:29:19.569085;480.00;480.00;252.68;1
502603;8;371164;2021-01-12 12:33:35.216302;457.60;457.60;240.87;1
502605;8;371165;2021-03-22 12:42:22.649478;449.99;449.99;;1
502607;8;371166;2021-03-22 12:49:25.001067;464.99;464.99;;1
502609;8;371167;2021-03-22 12:51:26.888507;576.99;576.99;;1
502611;8;371168;2021-03-22 12:44:46.342258;554.99;554.99;;1
502613;8;371169;2021-03-22 12:48:09.967301;491.99;491.99;;1
502615;8;371170;2021-03-22 12:46:17.101385;515.99;515.99;;1
502617;8;371171;2021-03-22 12:50:27.165698;506.99;506.99;;1
502623;8;371185;2021-03-22 12:31:46.079506;549.99;549.99;;1
502625;8;371186;2021-03-22 12:22:47.005186;499.99;499.99;;1
502635;8;312980;2021-01-14 10:54:22.655883;15.00;15.00;;1
502656;8;371196;2021-01-15 12:03:56.866099;127.87;127.87;67.30;1
505776;8;372712;2021-01-18 12:36:44.741022;265.00;265.00;;1
506065;8;372871;2021-01-18 12:42:53.069897;265.00;265.00;;1
509716;8;374728;2021-01-20 10:54:10.388913;45.00;45.00;18.00;1
509718;8;231812;2021-05-06 16:55:57.757878;25.00;25.00;;1
509721;8;329682;2021-01-20 11:50:48.678112;72.00;72.00;;1
509724;8;333976;2021-01-20 11:54:41.588778;72.00;72.00;;1
509736;8;322007;2021-01-21 10:44:42.782869;739.00;739.00;;1
509741;8;293043;2021-01-21 17:10:55.933373;180.00;180.00;;1
509744;8;348681;2021-01-21 17:36:33.485534;154.00;154.00;;1
509747;8;301539;2021-02-25 15:07:56.203063;108.15;108.15;;1
509754;8;374739;2021-01-22 13:55:37.156461;599.00;599.00;;1
509833;8;374778;2021-01-29 11:44:02.610599;10.00;10.00;;1
509850;8;374785;2021-05-10 11:43:53.533754;165.00;165.00;;1
509852;8;374783;2021-02-02 12:44:03.908423;130.90;130.90;68.90;1
509858;8;12343;2021-02-02 16:32:27.212719;259.00;259.00;;1
509864;8;374786;2021-02-03 14:31:38.397044;549.00;549.00;;1
509867;8;374787;2021-02-03 14:34:17.793938;549.00;549.00;;1
509870;8;14935;2021-02-03 14:39:41.203203;289.00;289.00;;1
509873;8;14934;2021-02-03 14:38:50.30962;289.00;289.00;;1
509876;8;14970;2021-02-03 14:48:33.515219;325.00;325.00;;1
509879;8;14971;2021-02-03 14:46:29.459924;325.00;325.00;;1
509882;8;374788;2021-02-03 14:53:54.461004;325.00;325.00;;1
509885;8;374789;2021-02-03 14:58:06.756063;325.00;325.00;;1
509890;8;374791;2021-02-03 16:25:57.481503;522.00;522.00;;1
509892;8;322954;2021-02-04 08:41:36.38204;122.99;122.99;;1
509901;8;374792;2021-02-04 10:06:21.670058;126.99;126.99;70.25;1
509904;8;321602;2021-02-04 10:16:59.260455;69.00;69.00;;1
509907;8;321603;2021-02-04 10:24:16.277781;69.00;69.00;;1
509915;8;374794;2021-02-05 10:03:42.378082;65.00;65.00;;1
509920;8;235026;2021-02-06 09:33:53.881732;315.00;315.00;;1
509923;8;296226;2021-02-06 09:40:02.052945;315.00;315.00;;1
509929;8;330996;2021-04-16 16:52:10;147.89;;76.94;1
509932;8;332507;2021-04-16 16:53:04;140.12;;76.94;1
509935;8;348310;2021-02-08 13:40:16.568129;159.00;159.00;;1
509944;8;245626;2021-02-08 10:19:50.667057;317.79;317.79;171.78;1
509947;8;245621;2021-02-08 10:20:41.731591;317.79;317.79;171.78;1
509956;8;30723;2021-02-08 10:25:03.80363;115.97;115.97;59.47;1
509968;8;302260;2021-02-08 10:52:19.93941;96.58;96.58;49.53;1
509971;8;325935;2021-02-08 10:56:54.797924;229.22;229.22;123.90;1
509974;8;327285;2021-02-08 11:10:32.413291;229.22;229.22;123.90;1
509977;8;324579;2021-02-08 11:15:13.656416;229.22;229.22;123.90;1
509980;8;333828;2021-02-08 11:19:19.968059;229.22;229.22;123.90;1
509998;8;235542;2021-04-12 10:27:02;226.20;;119.05;1
510001;8;232368;2021-04-06 14:42:33;219.58;;118.69;1
510010;8;348309;2021-02-08 13:40:56.590388;159.00;159.00;;1
510075;8;256003;2021-02-10 17:07:05;126.73;126.73;66.70;1
510085;8;255991;2021-02-10 17:07:09;133.29;133.29;70.15;1
510099;8;256005;2021-02-10 17:07:15;134.37;134.37;70.72;1
510145;8;256543;2021-02-10 17:07:32;120.18;120.18;63.25;1
510147;8;256545;2021-02-10 17:07:33;120.18;120.18;63.25;1
510175;8;255347;2021-02-10 17:07:42;148.58;148.58;78.20;1
510179;8;255350;2021-02-10 17:07:44;148.58;148.58;78.20;1
510183;8;252494;2021-02-10 17:07:45;185.73;185.73;97.75;1
510187;8;252497;2021-02-10 17:07:47;185.73;185.73;97.75;1
510189;8;252496;2021-02-10 17:07:48;185.73;185.73;97.75;1
510193;8;252503;2021-02-10 17:07:49;185.73;185.73;97.75;1
510195;8;252505;2021-02-10 17:07:50;185.73;185.73;97.75;1
510241;8;250844;2021-02-10 17:08:04;185.73;185.73;97.75;1
510438;94;222241;2021-03-31 15:39:15.377226;36.60;36.60;;1
510440;94;222248;2021-03-31 15:39:15.377226;28.50;28.50;;1
510442;94;222249;2021-03-31 15:39:15.377226;36.60;36.60;;1
510444;94;222247;2021-03-31 15:39:15.377226;36.60;36.60;;1
510446;94;14924;2021-03-31 15:39:15.377226;150.65;150.65;79.29;1
510448;94;15071;2021-03-31 15:39:15.377226;549.72;549.72;;1
510450;94;15098;2021-03-31 15:39:15.377226;168.91;168.91;88.90;1
510454;94;30730;2021-03-31 15:39:15.377226;199.14;199.14;104.81;1
510456;94;30884;2021-03-31 15:39:15.377226;212.76;212.76;111.98;1
510458;94;32437;2021-03-31 15:39:15.377226;53.52;53.52;22.30;1
510460;94;32444;2021-03-31 15:39:15.377226;59.86;59.86;24.94;1
510462;94;33994;2021-03-31 15:39:15.377226;27.95;27.95;5.59;1
510464;94;40583;2021-03-31 15:39:15.377226;47.08;47.08;18.83;1
510466;94;43180;2021-03-31 15:39:15.377226;112.81;112.81;57.85;1
510470;94;222250;2021-03-31 15:39:15.377226;237.60;237.60;;1
510474;94;9307;2021-03-31 15:39:15.377226;182.89;182.89;72.63;1
510476;94;30920;2021-03-31 15:39:15.377226;1018.84;1018.84;550.73;1
510478;94;58073;2021-03-31 15:39:15.377226;99.99;99.99;;1
510480;94;222292;2021-03-31 15:39:15.377226;29.99;29.99;;1
510482;94;222293;2021-03-31 15:39:15.377226;29.99;29.99;;1
510484;94;231511;2021-03-31 15:39:15.377226;16.19;16.19;;1
510486;94;231596;2021-03-31 15:39:15.377226;21.59;21.59;;1
510488;94;231377;2021-03-31 15:39:15.377226;459.99;459.99;;1
510490;94;231631;2021-03-31 15:39:15.377226;65.00;65.00;;1
510492;94;45116;2021-03-31 15:39:15.377226;20.00;20.00;;1
510494;94;231320;2021-03-31 15:39:15.377226;32.00;32.00;;1
510496;94;231314;2021-03-31 15:39:15.377226;20.00;20.00;;1
510498;94;222227;2021-03-31 15:39:15.377226;20.00;20.00;;1
510500;94;231649;2021-03-31 15:39:15.377226;388.80;388.80;;1
510502;94;231651;2021-03-31 15:39:15.377226;341.99;341.99;;1
510506;94;231847;2021-03-31 15:39:15.377226;118.79;118.79;;1
510508;94;231348;2021-03-31 15:39:15.377226;10.79;10.79;;1
510510;94;233195;2021-03-31 15:39:15.377226;155.51;155.51;;1
510512;94;233240;2021-03-31 15:39:15.377226;204.12;204.12;;1
510514;94;233245;2021-03-31 15:39:15.377226;36.18;36.18;;1
510516;94;233256;2021-03-31 15:39:15.377226;20.00;20.00;;1
510518;94;233257;2021-03-31 15:39:15.377226;39.99;39.99;;1
510520;94;233258;2021-03-31 15:39:15.377226;45.89;45.89;;1
510522;94;234291;2021-03-31 15:39:15.377226;1559.00;1559.00;;1
510524;94;231815;2021-03-31 15:39:15.377226;33.00;33.00;;1
510526;94;241094;2021-03-31 15:39:15.377226;359.00;359.00;;1
510528;94;244001;2021-03-31 15:39:15.377226;824.87;824.87;;1
510530;94;244005;2021-03-31 15:39:15.377226;1080.00;1080.00;580.00;1
510532;94;231694;2021-03-31 15:39:15.377226;44.99;44.99;;1
510534;94;246597;2021-03-31 15:39:15.377226;65.00;65.00;;1
510536;94;55992;2021-03-31 15:39:15.377226;525.82;525.82;276.75;1
510538;94;230591;2021-03-31 15:39:15.377226;134.51;134.51;53.06;1
510540;94;18670;2021-03-31 15:39:15.377226;359.00;359.00;;1
510542;94;281365;2021-03-31 15:39:15.377226;86.40;86.40;;1
510546;94;284827;2021-03-31 15:39:15.377226;2060.00;2060.00;1326.46;1
510548;94;284989;2021-03-31 15:39:15.377226;1300.00;1300.00;;1
510550;94;8403;2021-03-31 15:39:15.377226;472.45;472.45;187.62;1
510554;94;231440;2021-03-31 15:39:15.377226;369.00;369.00;;1
510556;94;56442;2021-03-31 15:39:15.377226;1164.80;1164.80;314.81;1
510558;94;28400;2021-03-31 15:39:15.377226;216.16;216.16;113.77;1
510560;94;313987;2021-03-31 15:39:15.377226;30.24;30.24;;1
510562;94;227667;2021-03-31 15:39:15.377226;525.84;525.84;276.76;1
510564;94;333859;2021-03-31 15:39:15.377226;670.41;670.41;356.60;1
510566;94;222291;2021-03-31 15:39:15.377226;3.00;3.00;;1
510568;94;222288;2021-03-31 15:39:15.377226;3.00;3.00;;1
510570;94;369461;2021-03-31 15:39:15.377226;466.56;466.56;258.69;1
510572;94;369497;2021-03-31 15:39:15.377226;1559.00;1559.00;;1
510574;94;285075;2021-03-31 15:39:15.377226;1909.79;1909.79;787.42;1
510578;94;58025;2021-03-31 15:39:15.377226;166.59;166.59;87.68;1
510582;94;227375;2021-03-31 15:39:15.377226;34.55;34.55;;1
510584;94;234311;2021-03-31 15:39:15.377226;10.79;10.79;;1
510586;94;369658;2021-03-31 15:39:15.377226;1850.00;1850.00;1181.00;1
510588;94;222232;2021-03-31 15:39:15.377226;19.33;19.33;;1
510590;94;231446;2021-03-31 15:39:15.377226;60.00;60.00;;1
510592;94;369789;2021-03-31 15:39:15.377226;39.99;39.99;;1
510596;94;231347;2021-03-31 15:39:15.377226;28.08;28.08;;1
510598;94;222240;2021-03-31 15:39:15.377226;10.44;10.44;;1
510602;94;222224;2021-03-31 15:39:15.377226;20.00;20.00;;1
510606;94;58093;2021-03-31 15:39:15.377226;21.60;21.60;;1
510610;94;280984;2021-03-31 15:39:15.377226;9.99;9.99;;1
510612;94;311230;2021-03-31 15:39:15.377226;18.99;18.99;;1
510642;94;369828;2021-03-31 15:39:15.377226;171.13;171.13;;1
510650;94;231646;2021-03-31 15:39:15.377226;339.00;339.00;;1
510652;94;366429;2021-03-31 15:39:15.377226;866.50;866.50;465.86;1
510654;94;365073;2021-03-31 15:39:15.377226;29.78;29.78;11.91;1
510656;94;363265;2021-03-31 15:39:15.377226;706.18;706.18;375.63;1
510658;94;362435;2021-03-31 15:39:15.377226;10.00;10.00;1.83;1
510660;94;362434;2021-03-31 15:39:15.377226;45.45;45.45;18.18;1
510662;94;362205;2021-03-31 15:39:15.377226;116.32;116.32;59.65;1
510664;94;359699;2021-03-31 15:39:15.377226;805.39;805.39;430.69;1
510668;94;358288;2021-03-31 15:39:15.377226;581.70;581.70;307.78;1
510670;94;358285;2021-03-31 15:39:15.377226;560.80;560.80;295.16;1
510672;94;355302;2021-03-31 15:39:15.377226;666.33;666.33;354.43;1
510674;94;348746;2021-03-31 15:39:15.377226;191.92;191.92;101.01;1
510676;94;348598;2021-03-31 15:39:15.377226;55.00;55.00;;1
510678;94;346436;2021-03-31 15:39:15.377226;26.33;26.33;10.53;1
510680;94;346377;2021-03-31 15:39:15.377226;53.11;53.11;22.13;1
510682;94;346238;2021-03-31 15:39:15.377226;43.63;43.63;17.45;1
510684;94;333858;2021-03-31 15:39:15.377226;563.86;563.86;296.77;1
510686;94;333678;2021-03-31 15:39:15.377226;293.85;293.85;154.66;1
510688;94;329221;2021-03-31 15:39:15.377226;4108.39;4108.39;2282.44;1
510694;94;326559;2021-03-31 15:39:15.377226;445.06;445.06;234.24;1
510696;94;326080;2021-03-31 15:39:15.377226;344.13;344.13;181.12;1
510698;94;326048;2021-03-31 15:39:15.377226;362.00;362.00;;1
510700;94;324866;2021-03-31 15:39:15.377226;81.27;81.27;38.70;1
510702;94;324061;2021-03-31 15:39:15.377226;178.20;178.20;93.79;1
510704;94;320936;2021-03-31 15:39:15.377226;429.00;429.00;;1
510706;94;320934;2021-03-31 15:39:15.377226;610.41;610.41;341.01;1
510708;94;317994;2021-03-31 15:39:15.377226;323.67;323.67;170.35;1
510710;94;317038;2021-03-31 15:39:15.377226;10.00;10.00;1.58;1
510712;94;313860;2021-03-31 15:39:15.377226;19.50;19.50;7.80;1
510714;94;313158;2021-03-31 15:39:15.377226;10.00;10.00;1.39;1
510716;94;311236;2021-03-31 15:39:15.377226;16.20;16.20;;1
510718;94;311232;2021-03-31 15:39:15.377226;80.00;80.00;;1
510720;94;311131;2021-03-31 15:39:15.377226;95.00;95.00;;1
510722;94;305598;2021-03-31 15:39:15.377226;15.00;15.00;4.40;1
510726;94;295002;2021-03-31 15:39:15.377226;121.43;121.43;63.91;1
510728;94;291851;2021-03-31 15:39:15.377226;68.64;68.64;31.20;1
510730;94;289915;2021-03-31 15:39:15.377226;816.82;816.82;436.80;1
510732;94;285070;2021-03-31 15:39:15.377226;539.00;539.00;;1
510736;94;281165;2021-03-31 15:39:15.377226;57.50;57.50;;1
510742;94;271871;2021-03-31 15:39:15.377226;1691.18;1691.18;924.14;1
510746;94;257095;2021-03-31 15:39:15.377226;210.42;210.42;110.75;1
510752;94;248253;2021-03-31 15:39:15.377226;582.13;582.13;308.01;1
510754;94;246189;2021-03-31 15:39:15.377226;93.46;93.46;47.93;1
510756;94;246183;2021-03-31 15:39:15.377226;94.91;94.91;48.67;1
510758;94;231548;2021-03-31 15:39:15.377226;31.32;31.32;;1
510760;94;231547;2021-03-31 15:39:15.377226;29.00;29.00;;1
510762;94;230764;2021-03-31 15:39:15.377226;45.30;45.30;18.12;1
510764;94;227057;2021-03-31 15:39:15.377226;220.00;220.00;;1
510766;94;222287;2021-03-31 15:39:15.377226;64.79;64.79;;1
510768;94;222286;2021-03-31 15:39:15.377226;81.00;81.00;;1
510774;94;28834;2021-04-26 15:49:11.130315;306.00;306.00;;1
510776;94;28797;2021-03-31 15:39:15.377226;455.00;455.00;;1
510778;94;1465;2021-03-31 15:39:15.377226;20.00;20.00;;1
510784;94;369761;2021-03-31 15:39:15.377226;159.00;159.00;;1
510786;94;327118;2021-03-31 15:39:15.377226;152.00;152.00;;1
510788;94;369858;2021-03-31 15:39:15.377226;1559.00;1559.00;;1
510790;94;302446;2021-03-31 15:39:15.377226;75.50;75.50;34.32;1
510792;94;284938;2021-03-31 15:39:15.377226;39.55;39.55;;1
510794;94;275078;2021-03-31 15:39:15.377226;169.99;169.99;92.40;1
510796;94;370545;2021-03-31 15:39:15.377226;362.00;362.00;;1
510802;94;370568;2021-03-31 15:39:15.377226;18.00;18.00;;1
510804;94;370569;2021-03-31 15:39:15.377226;22.00;22.00;;1
510810;94;370577;2021-03-31 15:39:15.377226;39.99;39.99;;1
510812;94;370945;2021-03-31 15:39:15.377226;22.00;22.00;;1
510814;94;370946;2021-03-31 15:39:15.377226;93.00;93.00;49.36;1
510816;94;232416;2021-03-31 15:39:15.377226;286.92;286.92;151.01;1
510818;94;371042;2021-03-31 15:39:15.377226;1161.60;1161.60;;1
510824;94;371180;2021-03-31 15:39:15.377226;20.00;20.00;8.00;1
510826;94;371181;2021-03-31 15:39:15.377226;589.00;589.00;292.01;1
510828;94;371182;2021-03-31 15:39:15.377226;560.00;560.00;280.00;1
510830;94;371183;2021-03-31 15:39:15.377226;66.75;66.75;;1
510836;94;373102;2021-03-31 15:39:15.377226;66.45;66.45;28.89;1
510846;94;372552;2021-03-31 15:39:15.377226;20.00;20.00;5.64;1
510848;8;374810;2021-02-11 18:03:22.807589;150.00;150.00;;1
512469;96;30406;2021-05-11 09:05:46;2099.00;2099.00;;1
512473;96;58074;2021-05-10 15:39:40;54.00;54.00;;1
513059;96;231679;2021-03-12 12:38:01.280762;207.89;207.89;;1
513091;96;231813;2021-04-08 14:41:34.592913;172.00;172.00;;1
513099;96;231817;2021-05-13 13:57:46;609.00;609.01;;1
513107;96;231816;2021-05-13 11:39:13;319.90;319.19;;1
513573;96;281276;2021-03-22 11:12:55.203223;180.50;180.50;95.00;1
